"pathway","pval","padj","ES","NES","nMoreExtreme","size","cancer_type"
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.842117765834249,0.981807201427034,0.24504833344676,0.793547426601831,28359,39,"HNSC"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.32050015386858,0.610570025239038,-0.43834871177377,-1.11186159130232,19787,21,"HNSC"
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.994539394369194,0.994539394369194,-0.188615882235907,-0.587466034112818,70119,62,"HNSC"
"KEGG_LYSOSOME",0.924445620845833,0.981807201427034,-0.237123578724267,-0.70525624468293,62865,47,"HNSC"
"KEGG_PEROXISOME",0.00704400673647214,0.0748425715750165,-0.53483820499781,-1.60113560529859,480,49,"HNSC"
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.235582268970699,0.568620195448397,-0.404033083411293,-1.16718159046791,15677,40,"HNSC"
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.0921875241197265,0.35617907046258,-0.487041570408963,-1.34897219424039,5971,32,"HNSC"
"KEGG_VEGF_SIGNALING_PATHWAY",0.204938892205222,0.561929220562704,-0.452490677453276,-1.21219821016893,13045,27,"HNSC"
"KEGG_GAP_JUNCTION",0.65871980191394,0.903083599398143,-0.360616673304292,-0.86035248452822,39372,16,"HNSC"
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.0246232357866199,0.190270458351154,-0.591688155367198,-1.54545547275409,1543,24,"HNSC"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.323242954538314,0.610570025239038,-0.412284109416835,-1.10448697491185,20576,27,"HNSC"
"KEGG_LONG_TERM_DEPRESSION",0.177288997586693,0.536635522474587,-0.49426931881598,-1.25370294605604,10945,21,"HNSC"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.720437663119855,0.942110790233657,-0.342004516259396,-0.815947949903464,43061,16,"HNSC"
"KEGG_INSULIN_SIGNALING_PATHWAY",0.0552939905219123,0.313332612957503,-0.514525008297872,-1.42509381458409,3581,32,"HNSC"
"KEGG_GNRH_SIGNALING_PATHWAY",0.0674310204592379,0.32333983844186,-0.521018738483436,-1.40585669126911,4310,28,"HNSC"
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.270825820411107,0.575504868373603,-0.467521099310091,-1.15995960769742,16521,19,"HNSC"
"KEGG_MELANOGENESIS",0.621327711972161,0.880214258627228,-0.371991013026716,-0.887489170556595,37137,16,"HNSC"
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.441410693970421,0.750398179749716,-0.427610454847956,-1.02018498997202,26383,16,"HNSC"
"KEGG_TYPE_II_DIABETES_MELLITUS",0.245037292978289,0.568620195448397,-0.491834498290974,-1.18942659072014,14750,17,"HNSC"
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.399795213951875,0.707970691373112,-0.428784731227904,-1.05071125590001,24207,18,"HNSC"
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.607318290895621,0.874950080103861,-0.35108943544971,-0.90012076300106,37708,22,"HNSC"
"KEGG_ALZHEIMERS_DISEASE",0.929387149028078,0.981807201427034,-0.225315850142419,-0.740076964330617,68848,88,"HNSC"
"KEGG_PARKINSONS_DISEASE",0.564812712826334,0.827742768797213,-0.286261417399217,-0.948918017743119,42295,94,"HNSC"
"KEGG_HUNTINGTONS_DISEASE",0.948107571058391,0.982794433414185,-0.219028370835362,-0.722792722554837,70615,91,"HNSC"
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.799677782644059,0.981807201427034,-0.288042983653637,-0.777221865611383,51124,28,"HNSC"
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.712686388645244,0.942110790233657,-0.317990159055617,-0.830572028756366,44688,24,"HNSC"
"KEGG_PATHWAYS_IN_CANCER",0.495551443562901,0.794752315148049,0.360489984245873,0.967718889335965,19549,18,"HNSC"
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.568002894673362,0.82028764488106,-0.351637427114667,-0.956074353925384,51802,57,"LGG"
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.992977862413711,0.992977862413711,0.184518015614794,0.585940085501979,16685,28,"LGG"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.814796273458772,0.90113527542556,-0.316041254643704,-0.762770739213837,66730,25,"LGG"
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.151670567146343,0.348432383984841,0.423078556333313,1.24862478678794,3045,21,"LGG"
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.747431918008785,0.857961478498914,-0.325247765330237,-0.825205971789392,63811,34,"LGG"
"KEGG_GALACTOSE_METABOLISM",0.585016159996112,0.82028764488106,-0.38391106101115,-0.932728390000183,48147,26,"LGG"
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",4.97933575661007e-05,0.0031669937156909,0.769206062105817,2.2701452033324,0,21,"LGG"
"KEGG_FATTY_ACID_METABOLISM",0.0984255083471794,0.348432383984841,0.360293350323349,1.25514963609408,1243,41,"LGG"
"KEGG_STEROID_BIOSYNTHESIS",0.9332309454394,0.985786788913672,-0.28195659513603,-0.626585781984012,71701,16,"LGG"
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.0804612661391087,0.348432383984841,-0.618205592795756,-1.37382434555906,6181,16,"LGG"
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.637615241407757,0.82028764488106,-0.340451462116785,-0.911141268754507,57195,50,"LGG"
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.283202121318013,0.587126349073929,-0.381322552549038,-1.10261284499229,27554,118,"LGG"
"KEGG_PURINE_METABOLISM",0.0807535757563204,0.348432383984841,-0.438295247003037,-1.25744113145929,7796,104,"LGG"
"KEGG_PYRIMIDINE_METABOLISM",0.00271871055442276,0.0462180794251869,0.459327037900364,1.66501636027506,27,50,"LGG"
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.0232354852046542,0.246877030299451,-0.586926271933619,-1.47490496879509,1966,32,"LGG"
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.088524794418141,0.348432383984841,0.40537717073892,1.31038509299525,1420,30,"LGG"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.910517863826807,0.979671119307324,-0.276768680447686,-0.676885230970733,75409,27,"LGG"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.149496262593435,0.348432383984841,0.339336376307594,1.18734273344358,1839,42,"LGG"
"KEGG_LYSINE_DEGRADATION",0.000150048765848901,0.00425138169905219,0.637135256161033,2.17646478020527,1,38,"LGG"
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.102380978785224,0.348432383984841,-0.476268393456318,-1.28109925347615,9231,52,"LGG"
"KEGG_HISTIDINE_METABOLISM",0.111800698206935,0.348432383984841,-0.564384335708808,-1.32061014457198,8934,21,"LGG"
"KEGG_TYROSINE_METABOLISM",0.13438753779723,0.348432383984841,-0.503438107369464,-1.27129483940521,11421,33,"LGG"
"KEGG_PHENYLALANINE_METABOLISM",0.0676410870470637,0.348432383984841,-0.627924796846167,-1.39542311350862,5196,16,"LGG"
"KEGG_TRYPTOPHAN_METABOLISM",0.893247025892232,0.973410220523587,-0.277516503117441,-0.707346653294248,76586,35,"LGG"
"KEGG_BETA_ALANINE_METABOLISM",0.592761866911746,0.82028764488106,-0.392113294772458,-0.92579722250996,47727,22,"LGG"
"KEGG_GLUTATHIONE_METABOLISM",0.123192751016057,0.348432383984841,0.376516045891753,1.24629499565824,1848,33,"LGG"
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.0194840926701629,0.246877030299451,-0.548065690219415,-1.45557762904971,1734,47,"LGG"
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.685800567142559,0.83275783153025,-0.359116536430005,-0.861101998657184,55865,24,"LGG"
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.642470095082302,0.82028764488106,-0.344597999638584,-0.904653444160106,56555,43,"LGG"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.0374993951710456,0.289768053594443,0.519015384490461,1.51187035957279,774,20,"LGG"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.0872153775120896,0.348432383984841,-0.553554493419468,-1.34488438562991,7177,26,"LGG"
"KEGG_GLYCEROLIPID_METABOLISM",0.985570735011855,0.992977862413711,-0.220912702972617,-0.583440135519684,87291,45,"LGG"
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.10459929926033,0.348432383984841,-0.476992932575975,-1.27970570208425,9403,51,"LGG"
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.0807613439192387,0.348432383984841,0.450876005549933,1.36172050394917,1535,23,"LGG"
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.480747377622378,0.771009945243436,-0.368875822259529,-1.00663787970646,43997,59,"LGG"
"KEGG_ETHER_LIPID_METABOLISM",0.106157809044738,0.348432383984841,-0.542794003351329,-1.31874131345472,8736,26,"LGG"
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.666236583059897,0.83275783153025,-0.333121734775388,-0.893719286736734,59897,51,"LGG"
"KEGG_LINOLEIC_ACID_METABOLISM",0.615246288061043,0.82028764488106,-0.375324968768227,-0.911868110608799,50635,26,"LGG"
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.380707811825637,0.687940354713314,0.379543748115493,1.03806346497638,8820,16,"LGG"
"KEGG_SPHINGOLIPID_METABOLISM",0.710184780357595,0.835746171092393,-0.330706882779762,-0.856358444712419,61724,39,"LGG"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.816322543620801,0.90113527542556,-0.315483731337817,-0.761425147592769,66855,25,"LGG"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.184610737549905,0.412945070835315,-0.569217509243887,-1.24885316315062,14056,15,"LGG"
"KEGG_PYRUVATE_METABOLISM",0.646579673023894,0.82028764488106,-0.348393953570896,-0.898926678926575,56040,38,"LGG"
"KEGG_PROPANOATE_METABOLISM",0.305756292050835,0.618792495817166,0.333473232618165,1.07795501196888,4907,30,"LGG"
"KEGG_BUTANOATE_METABOLISM",0.432661980981631,0.750536089457932,-0.41238007803371,-1.03628250294581,36626,32,"LGG"
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.000906344410876133,0.0192598187311178,0.72821696450745,1.99169510546426,20,16,"LGG"
"KEGG_RIBOFLAVIN_METABOLISM",0.963986359850062,0.992977862413711,-0.258588732992987,-0.574655908993707,74064,16,"LGG"
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.700791714385301,0.835746171092393,0.288373130301798,0.851070877850829,14073,21,"LGG"
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.351754477301125,0.679525694786263,-0.49615997016343,-1.10260511105984,27025,16,"LGG"
"KEGG_RETINOL_METABOLISM",0.637472888048496,0.82028764488106,-0.339763971926132,-0.911539485267764,57311,51,"LGG"
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.519356759976176,0.802642265417727,-0.39337708245355,-0.978672461166445,43599,30,"LGG"
"KEGG_NITROGEN_METABOLISM",0.114567254855957,0.348432383984841,-0.552282953125477,-1.3142575797388,9277,23,"LGG"
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.269401392318781,0.572477958677409,-0.426623092908905,-1.13903201866272,24108,49,"LGG"
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.110076842081681,0.348432383984841,-0.479766438488071,-1.27752279527098,9826,48,"LGG"
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.375470407115977,0.687940354713314,0.292103382010641,1.03035790210414,4389,44,"LGG"
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.625105810884828,0.82028764488106,0.30260730931878,0.893079976336497,12553,21,"LGG"
"KEGG_ABC_TRANSPORTERS",0.135811556864188,0.348432383984841,0.416956724686798,1.25927863598104,2582,23,"LGG"
"KEGG_PPAR_SIGNALING_PATHWAY",0.46127101289466,0.762441443115,-0.384025414578475,-1.0176125310758,40994,46,"LGG"
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.0212969141910394,0.246877030299451,-0.565760322485256,-1.46502433142924,1850,39,"LGG"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.466434765199765,0.762441443115,-0.433079491674183,-1.01336825621271,37276,21,"LGG"
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.0448192980738904,0.31747002802339,-0.495249669579695,-1.35817028305594,4120,62,"LGG"
"KEGG_LYSOSOME",0.492773479173919,0.775661957958947,-0.375964879543127,-0.998504518230758,43879,47,"LGG"
"KEGG_PEROXISOME",0.939396822376558,0.985786788913672,0.211792301069217,0.764476185209401,9873,49,"LGG"
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.0351314128314014,0.289768053594443,-0.545427788933292,-1.4173730371769,3060,40,"LGG"
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.0959305416100644,0.348432383984841,-0.525548082988573,-1.32066584170259,8120,32,"LGG"
"KEGG_VEGF_SIGNALING_PATHWAY",0.465848033711257,0.762441443115,-0.414675446115025,-1.01415985604815,38581,27,"LGG"
"KEGG_GAP_JUNCTION",0.135998021657643,0.348432383984841,-0.584021995987573,-1.29785890936578,10448,16,"LGG"
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.75702483396963,0.857961478498914,-0.336591988276294,-0.807091861371871,61667,24,"LGG"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.349766363603434,0.679525694786263,-0.447711240600797,-1.09495455198207,28967,27,"LGG"
"KEGG_LONG_TERM_DEPRESSION",0.145835158097574,0.348432383984841,-0.547007439237712,-1.27994972168465,11654,21,"LGG"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.150406080799667,0.348432383984841,-0.576660622221441,-1.28149989447733,11555,16,"LGG"
"KEGG_INSULIN_SIGNALING_PATHWAY",0.220116945248361,0.479742060156684,-0.473945440336576,-1.19099198369033,18633,32,"LGG"
"KEGG_GNRH_SIGNALING_PATHWAY",0.140712517127816,0.348432383984841,-0.517339950573514,-1.27267533762936,11706,28,"LGG"
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.386405793418879,0.687940354713314,-0.467145932555514,-1.07311613604151,30413,19,"LGG"
"KEGG_MELANOGENESIS",0.388483965014577,0.687940354713314,-0.483485028488636,-1.07443787405277,29847,16,"LGG"
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.615277488546439,0.82028764488106,-0.407933191133189,-0.906540729930811,47272,16,"LGG"
"KEGG_TYPE_II_DIABETES_MELLITUS",0.68177775486266,0.83275783153025,-0.381944323409672,-0.859263206392953,52892,17,"LGG"
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.0358788592493984,0.289768053594443,-0.643358420514153,-1.46296328607332,2802,18,"LGG"
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",7.45174991927271e-05,0.0031669937156909,-0.780897487827691,-1.84373428530499,5,22,"LGG"
"KEGG_ALZHEIMERS_DISEASE",0.974945179465119,0.992977862413711,-0.230424442584633,-0.652834316820379,92922,88,"LGG"
"KEGG_PARKINSONS_DISEASE",0.53534784197067,0.812581545848338,-0.344598302546172,-0.98114360741691,51288,94,"LGG"
"KEGG_HUNTINGTONS_DISEASE",0.717758476349937,0.835746171092393,-0.31129141590437,-0.884153264538411,68588,91,"LGG"
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.139438448039616,0.348432383984841,-0.518055276743468,-1.27443506636063,11600,28,"LGG"
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.143516529382158,0.348432383984841,-0.532794142890024,-1.27755214470572,11690,24,"LGG"
"KEGG_PATHWAYS_IN_CANCER",0.573652142747427,0.82028764488106,-0.412701139019601,-0.93846073239207,44815,18,"LGG"
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.708109275456214,0.826117696174508,0.254254769132328,0.877141963058003,32788,57,"LUAD"
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.00442956582089857,0.0470641368470473,0.577496595945735,1.7100732369799,216,28,"LUAD"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.0767315206608224,0.217405975205663,0.481138865656185,1.38501327899084,3789,25,"LUAD"
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.180845521939491,0.384296734121419,0.44908669334019,1.23646094274607,9025,21,"LUAD"
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.19205298013245,0.388678650268054,0.386422197143822,1.1965474417843,9279,34,"LUAD"
"KEGG_GALACTOSE_METABOLISM",0.799818501055456,0.88291652713914,-0.275874160342173,-0.782109986089432,40541,26,"LUAD"
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.27894209577239,0.483879145727616,0.412356721784869,1.13533308496311,13921,21,"LUAD"
"KEGG_FATTY_ACID_METABOLISM",0.209068538618545,0.41327501819945,-0.37634834205737,-1.17804823189325,10959,41,"LUAD"
"KEGG_STEROID_BIOSYNTHESIS",0.917299311813539,0.986967613976592,0.25921257854694,0.664349181321288,46518,16,"LUAD"
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.23088315851407,0.436112632748799,-0.474336666188819,-1.198009221163,11379,16,"LUAD"
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.516058363110431,0.674845551759794,0.286234025344967,0.963096291248771,24262,50,"LUAD"
"KEGG_OXIDATIVE_PHOSPHORYLATION",2.31712120861042e-05,0.00098477651365943,0.469520278958202,1.83546771265728,0,118,"LUAD"
"KEGG_PURINE_METABOLISM",0.394508670520231,0.634448983184958,0.266774084117249,1.02277828431103,17198,104,"LUAD"
"KEGG_PYRIMIDINE_METABOLISM",0.00687000170154841,0.0537178848957947,0.474956075330491,1.59809244937103,322,50,"LUAD"
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.0175655616031667,0.0829484853482874,0.51088438590255,1.55937155103542,851,32,"LUAD"
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.42503851288898,0.634448983184958,0.337309927308074,1.01419234688834,20692,30,"LUAD"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.133374045801527,0.306399834949453,0.435989775818095,1.27965592177554,6551,27,"LUAD"
