"pathway","pval","padj","ES","NES","nMoreExtreme","size","cancer_type","logpval"
"KEGG_PHENYLALANINE_METABOLISM",0.659418452717593,0.737507480013097,-0.343824532042349,-0.857876394723129,33812,16,"HNSC",-0.18083890402135
"KEGG_TRYPTOPHAN_METABOLISM",0.0499565996269415,0.141543698943001,-0.480116365114057,-1.42913862162707,2704,35,"HNSC",-1.30140713021611
"KEGG_BETA_ALANINE_METABOLISM",0.796355022351278,0.825489962193398,-0.287954659268791,-0.774803093880168,41685,22,"HNSC",-0.0988932766409363
"KEGG_GLUTATHIONE_METABOLISM",0.0741875217240181,0.185468804310045,0.446129646152055,1.36454468120178,3414,33,"HNSC",1.1296691365287
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.120100739807965,0.2268569529706,0.38018235229291,1.25790190170877,5340,47,"HNSC",0.920454317380381
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.512975302314103,0.597300009543818,-0.349493556679923,-0.960160056648437,27021,24,"HNSC",-0.289903543907492
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.344600359431445,0.480180828715948,-0.344375029306909,-1.06851266073359,18982,43,"HNSC",-0.462684273901886
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.0877923864852469,0.188183127007757,-0.526175673571452,-1.38615823144507,4593,20,"HNSC",-1.0565431452649
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.216957136128121,0.35464147251712,-0.426473957393724,-1.19258805574899,11514,26,"HNSC",-0.663626060537786
"KEGG_GLYCEROLIPID_METABOLISM",0.512241429191379,0.597300009543818,-0.308150677371254,-0.964635963777158,28328,45,"HNSC",-0.290525299468553
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.925674347103302,0.925674347103302,-0.225963309228235,-0.723538713332189,51784,51,"HNSC",-0.0335417715584456
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.0198401009888491,0.0766549356387353,0.566331998490041,1.58673182398588,942,23,"HNSC",1.70245612155743
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.89051382483139,0.901115179888907,0.225273632326107,0.77934339287351,38422,59,"HNSC",0.0503593339195689
"KEGG_ETHER_LIPID_METABOLISM",0.0311257654262836,0.101757310047465,-0.544381023744501,-1.52230234798308,1651,26,"HNSC",-1.50687995985367
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.0858731208551561,0.188183127007757,-0.412080213576093,-1.31948849810544,4803,51,"HNSC",-1.0661427534103
"KEGG_LINOLEIC_ACID_METABOLISM",0.174357041921809,0.296406971267075,-0.44310881440145,-1.23910562483514,9253,26,"HNSC",-0.758560507674158
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.29890594223531,0.451204044173695,-0.453128769257138,-1.13060133495001,15326,16,"HNSC",-0.524465451122133
"KEGG_SPHINGOLIPID_METABOLISM",0.392513074593999,0.51328632831523,-0.341701302621675,-1.03859812354105,21389,39,"HNSC",-0.406145872346868
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.728254641909814,0.776912276009628,0.290270797201424,0.830385594235302,34318,25,"HNSC",0.137716738489663
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.0885567656507091,0.188183127007757,-0.570587255334881,-1.40194158746659,4520,15,"HNSC",-1.05277825353065
"KEGG_PYRUVATE_METABOLISM",0.0173281407255065,0.0736445980834026,0.489774169759254,1.5484579666163,791,38,"HNSC",1.76124803370682
"KEGG_PROPANOATE_METABOLISM",0.0346714935246838,0.109150998133264,0.497111465507564,1.48701355803019,1608,30,"HNSC",1.4600274500783
"KEGG_BUTANOATE_METABOLISM",0.0462840690147858,0.135660202284717,0.473900807300587,1.43893078292348,2137,32,"HNSC",1.33456846750362
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.0154130323242689,0.0736445980834026,0.639606736610073,1.63071808190576,750,16,"HNSC",1.81211191078549
"KEGG_RIBOFLAVIN_METABOLISM",0.750394913899019,0.787451452856995,-0.319348706805587,-0.796806777068851,38477,16,"HNSC",-0.124710118223177
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.252322691645957,0.404668467734082,-0.438150271981019,-1.16681066150525,13198,21,"HNSC",-0.598043691165017
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.6394289837549,0.724686181588887,-0.349352759371322,-0.871669871593491,32787,16,"HNSC",-0.194207682109477
"KEGG_RETINOL_METABOLISM",0.0214031185455866,0.0790984815815157,0.440558742251385,1.48270960275812,942,51,"HNSC",1.66952294307764
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.0310728984851423,0.101757310047465,0.501692773186167,1.50071766084069,1441,30,"HNSC",1.50761823379391
"KEGG_NITROGEN_METABOLISM",0.270544918998527,0.425857742868052,0.406623324046105,1.1392649017875,12858,23,"HNSC",0.567760617974693
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",2.26024455846123e-05,0.000960603937346021,0.690920873624298,2.30665443162055,0,49,"HNSC",4.64584456764728
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",4.51212633953751e-05,0.00127843579620229,0.597306121546911,1.98498696350376,1,48,"HNSC",4.34561874860897
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.154607325154473,0.273783804961046,0.374179236243854,1.22001799046848,6905,44,"HNSC",0.810769933452606
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.192506080684392,0.320843467807319,0.447410584643551,1.22405607367476,9180,21,"HNSC",0.715555547890704
"KEGG_ABC_TRANSPORTERS",0.635261939827477,0.724686181588887,0.315299370896067,0.883396218503293,30193,23,"HNSC",0.19704716358187
"KEGG_PPAR_SIGNALING_PATHWAY",0.0925534795559166,0.191879164932998,-0.419248419090958,-1.31779311775557,5126,46,"HNSC",-1.03360724926626
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.283622350674374,0.438325451042214,-0.367320580795891,-1.11646769569095,15455,39,"HNSC",-0.547259547846978
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.00583062511948002,0.0413002612629835,-0.648924515748481,-1.72811040391243,304,21,"HNSC",-2.23428488068065
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.0833830810829792,0.188183127007757,-0.393920326154358,-1.30667038696326,4748,62,"HNSC",-1.07892206132517
"KEGG_LYSOSOME",1.8007959518107e-05,0.000960603937346021,-0.674740987554165,-2.12978721143621,0,47,"HNSC",-4.74453549430043
"KEGG_PEROXISOME",0.374827382126652,0.50467064956095,-0.328999928934955,-1.04653650328857,20899,49,"HNSC",-0.426168690270573
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.436105968438685,0.553268765929675,0.314901369825181,1.00672373244139,19786,40,"HNSC",0.360407969638775
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.00393986136148228,0.0315386912004031,-0.59181506053602,-1.72969578593518,211,32,"HNSC",-2.40451906015477
"KEGG_VEGF_SIGNALING_PATHWAY",0.0447334786858131,0.135660202284717,-0.520514659914554,-1.46751574247512,2379,27,"HNSC",-1.34936732773146
"KEGG_GAP_JUNCTION",0.0133783177642998,0.0710723131228426,-0.666919803836007,-1.66403122396694,685,16,"HNSC",-1.87359849281731
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.00408147768475805,0.0315386912004031,-0.637038110876926,-1.75012825540294,214,24,"HNSC",-2.3891825736379
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.0769678971505902,0.186922035937148,-0.491585385496223,-1.3859538405793,4094,27,"HNSC",-1.11369037869153
"KEGG_LONG_TERM_DEPRESSION",0.0172242401070541,0.0736445980834026,-0.606837353232253,-1.6160307064278,900,21,"HNSC",-1.76385992904837
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.0185073229713127,0.0749105929791227,-0.651747147604346,-1.62617393801624,948,16,"HNSC",-1.73265639609677
"KEGG_INSULIN_SIGNALING_PATHWAY",0.0106301919753201,0.0642805222399284,-0.557115051023475,-1.62827819076382,571,32,"HNSC",-1.9734588922905
"KEGG_GNRH_SIGNALING_PATHWAY",0.0262106980145115,0.0928295554680616,-0.540267301271624,-1.53497766521211,1397,28,"HNSC",-1.58152141324592
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.00734729895641498,0.0480400316380979,-0.656363018872974,-1.7088025903155,382,19,"HNSC",-2.13387228865979
"KEGG_MELANOGENESIS",0.088460713380268,0.188183127007757,-0.560233282762749,-1.39783774579882,4535,16,"HNSC",-1.05324956263921
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.35364783431168,0.484839772846658,-0.433340182697332,-1.08122684385784,18133,16,"HNSC",-0.451428997130147
"KEGG_TYPE_II_DIABETES_MELLITUS",0.0169938186680102,0.0736445980834026,-0.645217858104029,-1.63439565575393,876,17,"HNSC",-1.76970902018339
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.103524910137982,0.208200957343161,-0.531033419197629,-1.36388744454522,5356,18,"HNSC",-0.984955137803084
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.731211553891415,0.776912276009628,-0.304342833673994,-0.818898953500717,38275,22,"HNSC",-0.135956954922416
"KEGG_ALZHEIMERS_DISEASE",0.000753854384514372,0.0080097028354652,0.451359229656375,1.67866618104744,30,88,"HNSC",3.12271253491173
"KEGG_PARKINSONS_DISEASE",0.000122509984563742,0.00213872347563533,0.475353980605518,1.78729948559952,4,94,"HNSC",3.91182851485675
"KEGG_HUNTINGTONS_DISEASE",0.000610634815954666,0.00741485133659238,0.451030086822245,1.68695733065434,24,91,"HNSC",3.21421843759724
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.49316609483098,0.597300009543818,-0.342840622777897,-0.974059872683106,26303,28,"HNSC",-0.307006788795624
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.342350551474078,0.480180828715948,-0.394290475055288,-1.08323017013942,18033,24,"HNSC",-0.465528968214492
"KEGG_PATHWAYS_IN_CANCER",0.446643218799521,0.558304023499401,-0.391511979705504,-1.00554551597939,23111,18,"HNSC",-0.350039255339803
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.256484360328026,0.751764504409732,-0.43430761102379,-1.1413169968327,24582,57,"LGG",-0.590939111761981
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.606537862833074,0.894073323792854,0.270953587820774,0.918318913429192,6623,28,"LGG",0.217142083327961
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.571125918332479,0.894073323792854,-0.39944060397164,-0.94925105931482,50141,25,"LGG",-0.243268130619044
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.0952347533160222,0.404747701593094,0.428218337487182,1.34056698805406,1356,21,"LGG",1.02120453880963
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.679351106915892,0.895860442420299,-0.35517635986397,-0.881934625563533,61894,34,"LGG",-0.167905712633376
"KEGG_GALACTOSE_METABOLISM",0.372527024270855,0.810730760737638,-0.452552761806057,-1.08257691141108,32876,26,"LGG",-0.428842216698243
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.0616183591831006,0.308091795915503,0.45447376403986,1.42276140854604,877,21,"LGG",1.21028987056327
"KEGG_FATTY_ACID_METABOLISM",0.833060785368478,0.963999050346775,-0.304144565855202,-0.772214432518518,77432,41,"LGG",-0.0793233085728315
"KEGG_STEROID_BIOSYNTHESIS",0.637657142857143,0.895860442420299,0.302451950478793,0.874749495401993,11158,16,"LGG",0.195412771104511
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.028326586022157,0.240775981188335,-0.670243213982639,-1.47715830543759,2336,16,"LGG",-1.54780576438116
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.31119246310148,0.801556344352297,-0.42799035480744,-1.11067036611099,29496,50,"LGG",-0.506970929912025
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.914914189025864,0.977950962831186,-0.2791050386839,-0.768590180869842,90839,118,"LGG",-0.0386196370594206
"KEGG_PURINE_METABOLISM",0.40937711611736,0.810730760737638,-0.381577306342489,-1.04453033282672,40504,104,"LGG",-0.387876437740252
"KEGG_PYRIMIDINE_METABOLISM",0.21725790987536,0.717835686275473,0.289030698006087,1.11616507417231,1132,50,"LGG",0.663024402899152
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.228018394463974,0.717835686275473,-0.480382170410292,-1.183289351604,20626,32,"LGG",-0.642030116631265
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.390497178536846,0.810730760737638,-0.437988126655187,-1.06982866772533,35084,30,"LGG",-0.408382099687591
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.685764182299589,0.895860442420299,-0.361470331674898,-0.870153710021435,60864,27,"LGG",-0.163825201979705
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.947739491559981,0.977950962831186,-0.253355361785938,-0.645004409681164,88316,42,"LGG",-0.0233110222883013
"KEGG_LYSINE_DEGRADATION",0.000128501670521717,0.0102948920484466,0.571761969627304,2.08779526803937,0,38,"LGG",3.89109122646772
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.0339752754183837,0.252488011003206,-0.529121766132089,-1.37849281307447,3231,52,"LGG",-1.46883701400093
"KEGG_HISTIDINE_METABOLISM",0.0038132776695859,0.054021433652467,-0.702924652717615,-1.6229469853451,326,21,"LGG",-2.41870156976479
"KEGG_TYROSINE_METABOLISM",0.036069473661024,0.252488011003206,-0.572026360569525,-1.41515951506666,3274,33,"LGG",-1.44286019501961
"KEGG_PHENYLALANINE_METABOLISM",0.0270296477661148,0.240775981188335,-0.672720298213411,-1.4826175856935,2229,16,"LGG",-1.56815961372523
"KEGG_TRYPTOPHAN_METABOLISM",0.349837440203172,0.810730760737638,-0.439255007526923,-1.09427143129693,31957,35,"LGG",-0.456133713429333
"KEGG_BETA_ALANINE_METABOLISM",0.599055947300056,0.894073323792854,-0.399167169792947,-0.928573781832016,51652,22,"LGG",-0.222532615892742
"KEGG_GLUTATHIONE_METABOLISM",0.275879159003051,0.753011295481807,-0.463813909716949,-1.14744828700325,25048,33,"LGG",-0.559281106595272
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.0135384615384615,0.164395604395604,-0.56574724740371,-1.45843594480099,1275,47,"LGG",-1.86843068449269
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.669789736197863,0.895860442420299,-0.372465245721095,-0.879432537204521,58548,24,"LGG",-0.174061511837634
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.361236923538167,0.810730760737638,-0.42467755325136,-1.08415634582912,33736,43,"LGG",-0.442207865032638
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.135363790186125,0.547901055515269,0.412917873133064,1.2749339760913,1999,20,"LGG",0.868497493889312
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.736170598499785,0.906876824238865,-0.347694560009999,-0.831739710056989,64969,26,"LGG",-0.133021531584116
"KEGG_GLYCEROLIPID_METABOLISM",0.92867117957465,0.977950962831186,-0.263569087867565,-0.676354498500941,87113,45,"LGG",-0.0321380321583451
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.433712480252765,0.822469119945197,-0.399550916939356,-1.03883238997546,41180,51,"LGG",-0.362798080671333
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.522461678555168,0.854023897638255,0.296192232145705,0.951419239690139,6884,23,"LGG",0.281945558618575
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.579917136849118,0.894073323792854,-0.363586438958813,-0.958231952260673,55707,59,"LGG",-0.236634057437257
"KEGG_ETHER_LIPID_METABOLISM",0.0386158134475491,0.252488011003206,-0.59643439014414,-1.42676424592964,3407,26,"LGG",-1.41323481225482
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.000242232754081095,0.0102948920484466,-0.63650284440891,-1.65490740491492,22,51,"LGG",-3.61576713305544
"KEGG_LINOLEIC_ACID_METABOLISM",0.410134384843746,0.810730760737638,-0.44196924232977,-1.05725947929383,36195,26,"LGG",-0.387073818808345
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.697522484303411,0.895860442420299,-0.38570062327233,-0.850050947466863,57546,16,"LGG",-0.156441788553982
"KEGG_SPHINGOLIPID_METABOLISM",0.681295049547748,0.895860442420299,-0.350633988520075,-0.885272303339346,63044,39,"LGG",-0.166664766736379
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.806868272680677,0.963999050346775,-0.3249010036038,-0.772111344657522,70838,25,"LGG",-0.0931973613343098
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.374305776429428,0.810730760737638,-0.499850570209989,-1.08873020362479,30597,15,"LGG",-0.426773470635864
"KEGG_PYRUVATE_METABOLISM",0.716688353936239,0.895860442420299,-0.341730603919344,-0.860025400198731,66092,38,"LGG",-0.144669652684529
"KEGG_PROPANOATE_METABOLISM",0.445100935499754,0.822469119945197,0.289687598813354,0.99789354717258,4519,30,"LGG",0.351541492929443
"KEGG_BUTANOATE_METABOLISM",0.85496672636024,0.963999050346775,-0.299600540682082,-0.737983529282777,77341,32,"LGG",-0.0680507868382963
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.0797714285714286,0.356872180451128,0.490583554375194,1.41886245389681,1395,16,"LGG",1.09815263039915
"KEGG_RIBOFLAVIN_METABOLISM",0.983314285714286,0.98718026920418,0.198985157377687,0.575503532819248,17207,16,"LGG",0.0073076513068883
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.381187830163376,0.810730760737638,-0.467754618082434,-1.07997485130616,32687,21,"LGG",-0.418860973136701
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.538108167074738,0.863003664176466,-0.439509493415751,-0.968641061891544,44394,16,"LGG",-0.269130416448999
"KEGG_RETINOL_METABOLISM",0.00293838862559242,0.054021433652467,-0.59371600146879,-1.54366161263524,278,51,"LGG",-2.53189076579944
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.0512426680913108,0.290375119184094,-0.568417174967589,-1.38841432449723,4603,30,"LGG",-1.29036826559467
"KEGG_NITROGEN_METABOLISM",0.196316686630425,0.715185613190688,-0.520954247722879,-1.22133980677254,17044,23,"LGG",-0.707042784437091
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.00139493595975821,0.0395231855264827,-0.613471747628556,-1.58867405081859,131,49,"LGG",-2.85544572999758
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.0038119844555745,0.054021433652467,-0.594528832029921,-1.53626433425669,359,48,"LGG",-2.41884887898649
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.613379205709829,0.894073323792854,-0.363982323928424,-0.931757541613131,57407,44,"LGG",-0.212270951207386
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.95494035194104,0.977950962831186,-0.258622145023825,-0.597119519122228,81888,21,"LGG",-0.0200237547323657
"KEGG_ABC_TRANSPORTERS",0.247837304598573,0.751764504409732,0.351766099692989,1.1299318442424,3265,23,"LGG",0.605833322810868
"KEGG_PPAR_SIGNALING_PATHWAY",0.0714726406263297,0.337509691846557,-0.513044354641014,-1.31949622606178,6718,46,"LGG",-1.14586017216974
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.283486605357857,0.753011295481807,-0.449826517888499,-1.13571122775358,26232,39,"LGG",-0.547467456547436
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.709001434352151,0.895860442420299,-0.367009527427083,-0.847369634608619,60798,21,"LGG",-0.149352886212428
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.38392820087155,0.810730760737638,-0.402196089082827,-1.06441675315915,37002,62,"LGG",-0.415749986259574
"KEGG_LYSOSOME",0.0552679045092838,0.29361074270557,-0.521567080050953,-1.34454419471245,5208,47,"LGG",-1.25752700144513
"KEGG_PEROXISOME",0.400103563427315,0.810730760737638,-0.408812388250105,-1.05867896178873,37860,49,"LGG",-0.397827580663172
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.444414495034987,0.822469119945197,-0.408114191689456,-1.0333370413737,41218,40,"LGG",-0.352211784539793
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.620592071809157,0.894073323792854,-0.373914691485772,-0.921036000286009,56139,32,"LGG",-0.207193776917383
"KEGG_VEGF_SIGNALING_PATHWAY",0.22262407751676,0.717835686275473,-0.495622238629833,-1.19309246685494,19758,27,"LGG",-0.652427867102921
"KEGG_GAP_JUNCTION",0.838658456764685,0.963999050346775,-0.33095663095105,-0.72939990431839,69190,16,"LGG",-0.0764148693763752
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.268686938019082,0.753011295481807,-0.491386144133078,-1.16021821752919,23486,24,"LGG",-0.57075344590074
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.185544476367529,0.715185613190688,-0.508984728543249,-1.22525947796041,16467,27,"LGG",-0.731551970007245
"KEGG_LONG_TERM_DEPRESSION",0.488507690693037,0.827272874192949,-0.435267039900457,-1.0049659341089,41890,21,"LGG",-0.311128594689821
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.486618506218031,0.827272874192949,-0.45646184882155,-1.00600259284328,40146,16,"LGG",-0.312811378768245
"KEGG_INSULIN_SIGNALING_PATHWAY",0.0440627003603723,0.26752353790226,-0.568045287601473,-1.39922332977838,3985,32,"LGG",-1.35592889085133
"KEGG_GNRH_SIGNALING_PATHWAY",0.454979176255318,0.822834680461746,-0.424398698394756,-1.02678812755879,40529,28,"LGG",-0.342008479923903
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.816439910637242,0.963999050346775,-0.33189272209631,-0.753969444258762,69069,19,"LGG",-0.0880757734980223
"KEGG_MELANOGENESIS",0.873130348355191,0.963999050346775,-0.315223105189935,-0.694724568907311,72034,16,"LGG",-0.0589209162651126
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.496363724515769,0.827272874192949,-0.45333498521326,-0.999111254814643,40950,16,"LGG",-0.304199965324587
"KEGG_TYPE_II_DIABETES_MELLITUS",0.66309048969196,0.895860442420299,-0.393529836281424,-0.877006198087332,55192,17,"LGG",-0.178427200867846
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.201934761371488,0.715185613190688,-0.544598221603409,-1.22567311644376,16949,18,"LGG",-0.694788914477046
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.0162251809241047,0.172392547318612,-0.649565402311557,-1.51106966658743,1398,22,"LGG",-1.78981045176012
"KEGG_ALZHEIMERS_DISEASE",0.98718026920418,0.98718026920418,-0.222106031570825,-0.602535286466824,97102,88,"LGG",-0.0056035334783595
"KEGG_PARKINSONS_DISEASE",0.913247611900947,0.977950962831186,-0.27525400413331,-0.749352759106768,90058,94,"LGG",-0.0394114547739673
"KEGG_HUNTINGTONS_DISEASE",0.949297948160858,0.977950962831186,-0.256133848731442,-0.696126941325954,93502,91,"LGG",-0.0225974578217937
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.867019903234135,0.963999050346775,-0.29776869269215,-0.720420113377943,77234,28,"LGG",-0.0619709327826798
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.873269727961196,0.963999050346775,-0.299871553970796,-0.708030627215815,76335,24,"LGG",-0.0588515944702648
