"","pathway","pval","padj","ES","NES","nMoreExtreme","size","cancer_type"
"25","KEGG_BETA_ALANINE_METABOLISM",0.198580915127809,0.485014089317735,-0.399410587622107,-1.18851180683747,4365,22,"HNSC"
"26","KEGG_GLUTATHIONE_METABOLISM",0.00109316166646423,0.0154864569415766,0.648401364111646,1.68581832508623,89,33,"HNSC"
"27","KEGG_STARCH_AND_SUCROSE_METABOLISM",0.0980556039236172,0.297668797625266,0.472173234976812,1.2958149104481,8446,47,"HNSC"
"28","KEGG_O_GLYCAN_BIOSYNTHESIS",0.00458997775990158,0.0354680099628758,-0.587746489423482,-1.78890821141181,96,24,"HNSC"
"29","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.302743880933907,0.627639753155661,0.412316455801812,1.1169916381817,25751,43,"HNSC"
"30","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.00317847346192363,0.0292678830124504,-0.632124693618748,-1.83488636672357,72,20,"HNSC"
"31","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.0435274444225851,0.176182513139035,-0.465288687679737,-1.44621041978277,884,26,"HNSC"
"32","KEGG_GLYCEROLIPID_METABOLISM",0.953734202350083,0.993829650777888,0.240649867219055,0.656288225210184,81652,45,"HNSC"
"33","KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.811607554122524,0.993829650777888,-0.234946379994323,-0.848407275772112,10571,51,"HNSC"
"34","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.754813028667662,0.987063191334635,0.331854624585291,0.808623415100093,59162,23,"HNSC"
"35","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.335196855729484,0.678374588976337,0.38462149899864,1.08795326789577,29678,59,"HNSC"
"36","KEGG_ETHER_LIPID_METABOLISM",0.226722731266474,0.520849517774333,0.477975555656158,1.19061108586376,18062,26,"HNSC"
"37","KEGG_ARACHIDONIC_ACID_METABOLISM",0.00156364974245769,0.0189871754441291,0.587208573762508,1.62947858271447,135,51,"HNSC"
"38","KEGG_LINOLEIC_ACID_METABOLISM",0.00240994100665244,0.0256056231956822,0.667088881269529,1.66168208373257,191,26,"HNSC"
"39","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.0878578875611517,0.287227709334534,0.602248406539787,1.36525527203433,6572,16,"HNSC"
"40","KEGG_SPHINGOLIPID_METABOLISM",0.625932660354881,0.901767392036693,-0.268680139832367,-0.916741644131164,9982,39,"HNSC"
"41","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.267401209092171,0.568227569320864,0.467853302501743,1.15698641180374,21186,25,"HNSC"
"42","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.419569532557506,0.751859661266065,-0.377963210859698,-1.01307473434374,10779,15,"HNSC"
"43","KEGG_PYRUVATE_METABOLISM",0.473780851317515,0.789634752195859,0.37782893255111,1.00504060234175,39735,38,"HNSC"
"44","KEGG_PROPANOATE_METABOLISM",0.94241924325475,0.993829650777888,-0.220813943845299,-0.709938459851572,17708,30,"HNSC"
"45","KEGG_BUTANOATE_METABOLISM",0.371735416158165,0.70633165417537,0.41523330446381,1.07366918869774,30459,32,"HNSC"
"46","KEGG_ONE_CARBON_POOL_BY_FOLATE",0.94859250942337,0.993829650777888,0.267854626491584,0.607207818211575,70967,16,"HNSC"
"47","KEGG_RIBOFLAVIN_METABOLISM",0.372336728419814,0.70633165417537,0.478471267130123,1.08466110142077,27855,16,"HNSC"
"48","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.87712984818584,0.993829650777888,0.294061302431144,0.704538518423967,68002,21,"HNSC"
"49","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.262863268222963,0.568227569320864,-0.416608627453016,-1.13919147157292,6620,16,"HNSC"
"50","KEGG_RETINOL_METABOLISM",0.00889900662251656,0.0630346302428256,0.545641967361231,1.51413303444869,773,51,"HNSC"
"51","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.0145546785533979,0.0824765118025883,0.597355384839097,1.52679342521715,1181,30,"HNSC"
"52","KEGG_NITROGEN_METABOLISM",0.144001735114377,0.422074051197313,0.524601606954581,1.27828606731856,11286,23,"HNSC"
"53","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",3.46480337240862e-05,0.00219690279782033,0.667693506537546,1.84349492089657,2,49,"HNSC"
"54","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",8.10222695495162e-05,0.00219690279782033,0.643654319953548,1.77189759459716,6,48,"HNSC"
"55","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.199711683836715,0.485014089317735,0.439745287307461,1.19542099460975,17039,44,"HNSC"
"56","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.456458861745205,0.785788381742739,-0.336882993158107,-0.98974748074571,10257,21,"HNSC"
"57","KEGG_ABC_TRANSPORTERS",0.858378428379816,0.993829650777888,-0.253999422000592,-0.764182121561726,18558,23,"HNSC"
"58","KEGG_PPAR_SIGNALING_PATHWAY",0.157511928313744,0.446283796888941,0.450213579548455,1.23199011645327,13534,46,"HNSC"
"59","KEGG_CALCIUM_SIGNALING_PATHWAY",0.217493724197828,0.513526848800426,0.443715826920691,1.18478640008116,18280,39,"HNSC"
"60","KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.624794197481422,0.901767392036693,-0.304346686495353,-0.894157236636484,14040,21,"HNSC"
"61","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.562716499544211,0.885757452986259,-0.255058714988313,-0.955529754835599,6172,62,"HNSC"
"62","KEGG_LYSOSOME",0.0122681677130692,0.0744853039722059,-0.428225556639441,-1.51791890335358,169,47,"HNSC"
"63","KEGG_PEROXISOME",0.789755731362245,0.993829650777888,0.292927204167199,0.808769005220657,68380,49,"HNSC"
"64","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.0641049960875442,0.227038527810052,0.506809077061993,1.35863036183664,5406,40,"HNSC"
"65","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.46222845984867,0.785788381742739,0.391543606165701,1.01241471108528,37874,32,"HNSC"
"66","KEGG_VEGF_SIGNALING_PATHWAY",0.172706505049496,0.473550094490554,0.494109995692697,1.23981019091175,13834,27,"HNSC"
"67","KEGG_GAP_JUNCTION",0.854533905034143,0.993829650777888,-0.271034971133835,-0.741128981176699,21523,16,"HNSC"
"68","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.191456719370095,0.485014089317735,0.499525000112732,1.22664240669702,15099,24,"HNSC"
"69","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.918097045202042,0.993829650777888,0.268158573513917,0.672857734352903,73545,27,"HNSC"
"70","KEGG_LONG_TERM_DEPRESSION",0.0472210398689523,0.177761133345571,0.597943645637974,1.43260716971573,3660,21,"HNSC"
"71","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.0679291726218834,0.230959186914404,-0.526444654884036,-1.43953154490704,1710,16,"HNSC"
"72","KEGG_INSULIN_SIGNALING_PATHWAY",0.976433976080059,0.993829650777888,0.229351392401728,0.593034134688785,80008,32,"HNSC"
"73","KEGG_GNRH_SIGNALING_PATHWAY",0.625856504468719,0.901767392036693,0.357964967690685,0.904379870437531,50418,28,"HNSC"
"74","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.554544681574696,0.885757452986259,-0.324433209123386,-0.930223856011306,13043,19,"HNSC"
"75","KEGG_MELANOGENESIS",0.602469429887248,0.901767392036693,-0.327644001164922,-0.895923001213412,15174,16,"HNSC"
"76","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.682666345871094,0.935913538694241,0.376326861945183,0.853106835484594,51072,16,"HNSC"
"77","KEGG_TYPE_II_DIABETES_MELLITUS",0.876257638621933,0.993829650777888,0.302925053504434,0.695910576938799,66103,17,"HNSC"
"78","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.373940287504607,0.70633165417537,0.465587040271193,1.08153192211476,28405,18,"HNSC"
"79","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.424579573420837,0.751859661266065,0.430082001871363,1.0398509149285,33123,22,"HNSC"
"80","KEGG_ALZHEIMERS_DISEASE",0.000129229576342372,0.00219690279782033,0.566446186328799,1.67658944380834,11,88,"HNSC"
"81","KEGG_PARKINSONS_DISEASE",0.0249480694691308,0.124740347345654,0.461239033357828,1.37342068833601,2329,94,"HNSC"
"82","KEGG_HUNTINGTONS_DISEASE",6.44544468197102e-05,0.00219690279782033,0.575324846935362,1.70777186310895,5,91,"HNSC"
"83","KEGG_VIBRIO_CHOLERAE_INFECTION",0.982137537239325,0.993829650777888,0.22429119214357,0.566660029889734,79120,28,"HNSC"
"84","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.845199000874868,0.993829650777888,0.300962600354917,0.73904907330331,66659,24,"HNSC"
"85","KEGG_PATHWAYS_IN_CANCER",0.198146490442841,0.485014089317735,0.529078047193231,1.22901788030079,15051,18,"HNSC"
"86","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.125351040655101,0.376653963595048,-0.374002275817799,-1.22307328987776,4775,57,"LGG"
"87","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.307991360691145,0.623315849017793,-0.388460870976264,-1.09383477740213,12833,28,"LGG"
"88","KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.150661585438019,0.376653963595048,-0.457398303916392,-1.25418235862543,6364,25,"LGG"
"89","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.0117605880294015,0.116198709828892,-0.627184307878124,-1.64826297636885,503,21,"LGG"
"90","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.914414082639758,0.97986929519363,-0.249185073996251,-0.733134764421829,37244,34,"LGG"
"91","KEGG_GALACTOSE_METABOLISM",0.0108261159227182,0.116198709828892,-0.590614462373418,-1.63439733888924,454,26,"LGG"
"92","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.854113076801932,0.942852097768366,0.29509931496476,0.736157052635503,48809,21,"LGG"
"93","KEGG_FATTY_ACID_METABOLISM",0.950501148812893,0.97986929519363,0.240170559989519,0.688531119075155,57088,41,"LGG"
"94","KEGG_STEROID_BIOSYNTHESIS",0.530940030940031,0.763784887678693,-0.384398936040061,-0.943384892344496,23337,16,"LGG"
"95","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.147664418513364,0.376653963595048,0.552966582724842,1.29428596418866,8275,16,"LGG"
"96","KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.956813547071427,0.97986929519363,-0.22671526156183,-0.722422301105347,37065,50,"LGG"
"97","KEGG_OXIDATIVE_PHOSPHORYLATION",0.044739084291245,0.260175682236448,0.386780321327241,1.31207707201796,2992,118,"LGG"
"98","KEGG_PURINE_METABOLISM",0.926282538043313,0.97986929519363,0.233286060462809,0.7783006168624,60991,104,"LGG"
"99","KEGG_PYRIMIDINE_METABOLISM",0.00141975786674927,0.0301665301665302,-0.543624660053768,-1.7322458803531,54,50,"LGG"
"100","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.332401856179928,0.628985438279242,0.396454598811585,1.08364559420378,19626,32,"LGG"
"101","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.0123033928054121,0.116198709828892,0.590182725095639,1.59167943087251,721,30,"LGG"
"102","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.428018353885862,0.678512973248544,-0.36177803476731,-1.00939486193131,17909,27,"LGG"
"103","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.938061921459791,0.97986929519363,0.24476887109799,0.704827076192603,56445,42,"LGG"
"104","KEGG_LYSINE_DEGRADATION",0.578530959804217,0.793147283602556,0.327786144026741,0.925759430370877,34513,38,"LGG"
"105","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.329156359848978,0.628985438279242,0.358817660418664,1.07446103827218,20225,52,"LGG"
"106","KEGG_HISTIDINE_METABOLISM",0.660763038151908,0.825953797689885,-0.330820041026911,-0.869406996661403,28316,21,"LGG"
"107","KEGG_TYROSINE_METABOLISM",0.085373924553276,0.345561123191831,-0.456264963263105,-1.33296466739982,3482,33,"LGG"
"108","KEGG_PHENYLALANINE_METABOLISM",0.135954135954136,0.376653963595048,-0.533343941341203,-1.30892302114052,5975,16,"LGG"
"109","KEGG_TRYPTOPHAN_METABOLISM",0.427131230175318,0.678512973248544,-0.340362088876328,-1.00826240716035,17370,35,"LGG"
"110","KEGG_BETA_ALANINE_METABOLISM",0.539142273655548,0.763784887678693,0.375234671889029,0.945619608243855,30887,22,"LGG"
"111","KEGG_GLUTATHIONE_METABOLISM",0.166629899257298,0.40467261248201,-0.416362173898602,-1.2163898421641,6797,33,"LGG"
"112","KEGG_STARCH_AND_SUCROSE_METABOLISM",5.0999592003264e-05,0.00216748266013872,-0.609837895685743,-1.92130413108679,1,47,"LGG"
"113","KEGG_O_GLYCAN_BIOSYNTHESIS",0.218826636483682,0.489480634239816,-0.433471576070264,-1.17746391325829,9279,24,"LGG"
"114","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.0215631383823863,0.168743463849549,-0.480191730773748,-1.48407413390813,854,43,"LGG"
"115","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.471478571263009,0.721322811840053,-0.378932047456576,-0.984275966755412,20340,20,"LGG"
"116","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.332992290853717,0.628985438279242,-0.388426911654135,-1.07488717463729,13994,26,"LGG"
"117","KEGG_GLYCEROLIPID_METABOLISM",0.761593233219342,0.884639246125733,0.285597381108048,0.832927996985432,46099,45,"LGG"
"118","KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.701708064410979,0.840073034858214,0.291249202200579,0.869197132599522,43053,51,"LGG"
"119","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.4843198191835,0.721322811840053,-0.363183570611579,-0.97580662411064,20570,23,"LGG"
"120","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.343766578249337,0.635220851112905,0.347672626073281,1.06419889062895,21383,59,"LGG"
"121","KEGG_ETHER_LIPID_METABOLISM",0.853859331873989,0.942852097768366,-0.275117139971578,-0.761326974021969,35885,26,"LGG"
"122","KEGG_ARACHIDONIC_ACID_METABOLISM",0.133662559488885,0.376653963595048,0.416937170893932,1.24429729138136,8200,51,"LGG"
"123","KEGG_LINOLEIC_ACID_METABOLISM",0.431055300652016,0.678512973248544,0.389164095282424,1.01745226524626,24989,26,"LGG"
"124","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.227616600649467,0.496087462953965,0.513175550004406,1.20115018210062,12756,16,"LGG"
"125","KEGG_SPHINGOLIPID_METABOLISM",0.385604496729425,0.678512973248544,-0.340974349370104,-1.03290742486637,15503,39,"LGG"
"126","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.671242928491964,0.826373837896752,-0.316557543196932,-0.867998159958136,28357,25,"LGG"
"127","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.73823408034737,0.871526344854535,0.349973911539432,0.806088273435417,41143,15,"LGG"
"128","KEGG_PYRUVATE_METABOLISM",0.55648865198297,0.775435006861515,0.332213035972952,0.938262207077944,33198,38,"LGG"
"129","KEGG_PROPANOATE_METABOLISM",0.478366818328988,0.721322811840053,0.364885774595654,0.984070114806853,28071,30,"LGG"
"130","KEGG_BUTANOATE_METABOLISM",0.186871252921451,0.429298824279009,0.443194131467989,1.21140067332276,11033,32,"LGG"
"131","KEGG_ONE_CARBON_POOL_BY_FOLATE",0.878469378469378,0.957306373973041,-0.289655625052497,-0.710867578022248,38613,16,"LGG"
"132","KEGG_RIBOFLAVIN_METABOLISM",0.800709800709801,0.907471107471107,-0.314193612050056,-0.771088260369899,35195,16,"LGG"
"133","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.141593746353984,0.376653963595048,-0.486888983085574,-1.27956180398853,6067,21,"LGG"
"134","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.00177450177450177,0.0301665301665302,-0.742744550781409,-1.82283019640137,77,16,"LGG"
"135","KEGG_RETINOL_METABOLISM",0.995419965843813,0.995419965843813,-0.197546984495043,-0.632126758806956,38468,51,"LGG"
"136","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.142549432464484,0.376653963595048,-0.438259344208689,-1.2540348863936,5889,30,"LGG"
"137","KEGG_NITROGEN_METABOLISM",0.0745028507857044,0.345561123191831,0.546258735235187,1.39116438995726,4285,23,"LGG"
"138","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.0297187516067664,0.210507823881262,-0.451005021876973,-1.43161451189649,1155,49,"LGG"
"139","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.256011061890252,0.53075464050418,-0.352321299679765,-1.11412506391497,9997,48,"LGG"
"140","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",2.52365930599369e-05,0.00214511041009464,-0.655414374987112,-2.03706054821611,0,44,"LGG"
"141","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.680543160620855,0.826373837896752,0.342005985226101,0.853170798101696,38890,21,"LGG"
"142","KEGG_ABC_TRANSPORTERS",0.41193853427896,0.678512973248544,0.405341562368608,1.03228875066696,23697,23,"LGG"
"143","KEGG_PPAR_SIGNALING_PATHWAY",0.0797679477882524,0.345561123191831,0.453746337597585,1.32877467947084,4839,46,"LGG"
"144","KEGG_CALCIUM_SIGNALING_PATHWAY",0.050338657078351,0.266501586318966,0.494234765011504,1.40349236153164,3009,39,"LGG"
"145","KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.0984478625299666,0.354669046224059,0.543290223942313,1.35529602984953,5625,21,"LGG"
"146","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.385661429051944,0.678512973248544,0.336371087077776,1.03778879510868,24077,62,"LGG"
"147","KEGG_LYSOSOME",0.0006374949000408,0.018062355501156,-0.57206952684478,-1.80231427559912,24,47,"LGG"
"148","KEGG_PEROXISOME",0.975386226760932,0.986997967555705,0.224030838051779,0.66389053295475,59599,49,"LGG"
"149","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.0342708263745073,0.224078480141009,0.509120770800122,1.45207263192221,2051,40,"LGG"
"150","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.045913355688785,0.260175682236448,0.524081203686227,1.43249262105167,2710,32,"LGG"
"151","KEGG_VEGF_SIGNALING_PATHWAY",0.606610266704904,0.807966832052312,-0.324617572798393,-0.905713665800802,25382,27,"LGG"
"152","KEGG_GAP_JUNCTION",0.0842879063626307,0.345561123191831,0.595572764061156,1.39401094615689,4723,16,"LGG"
"153","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.410476785776296,0.678512973248544,0.401668699137899,1.03201798072436,23640,24,"LGG"
"154","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.646616002294236,0.820333734253881,-0.316878276502935,-0.884120298694852,27056,27,"LGG"
"155","KEGG_LONG_TERM_DEPRESSION",0.140462316482055,0.376653963595048,0.516598365445323,1.28871031146908,8026,21,"LGG"
"156","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.492196742196742,0.721322811840053,-0.395130380160027,-0.969721807737934,21634,16,"LGG"
"157","KEGG_INSULIN_SIGNALING_PATHWAY",0.394911612462155,0.678512973248544,-0.354495147278015,-1.02898953518766,16173,32,"LGG"
"158","KEGG_GNRH_SIGNALING_PATHWAY",0.0912192278680655,0.35243792585389,0.506488299314668,1.34508145939231,5320,28,"LGG"
"159","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.131429277942631,0.376653963595048,0.536104018410287,1.30607917620674,7440,19,"LGG"
"160","KEGG_MELANOGENESIS",0.111818863076758,0.376653963595048,0.575217697361086,1.34636742129829,6266,16,"LGG"
"161","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.77015652015652,0.884639246125733,-0.322817948078716,-0.792253949327717,33852,16,"LGG"
"162","KEGG_TYPE_II_DIABETES_MELLITUS",0.239735405515941,0.509437736721376,0.499737017439581,1.18599532166034,13481,17,"LGG"
"163","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.0218373894393534,0.168743463849549,0.650763844223652,1.56507885715829,1231,18,"LGG"
"164","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.00987938768742036,0.116198709828892,0.647515526433159,1.6317878498675,565,22,"LGG"
"165","KEGG_ALZHEIMERS_DISEASE",0.0533003172637932,0.266501586318966,0.40569730726957,1.32225849052232,3443,88,"LGG"
"166","KEGG_PARKINSONS_DISEASE",0.176900405256048,0.417681512410114,0.354387583936008,1.16607430684083,11523,94,"LGG"
"167","KEGG_HUNTINGTONS_DISEASE",0.100141848345617,0.354669046224059,0.380268836394129,1.24524918658311,6494,91,"LGG"
"168","KEGG_VIBRIO_CHOLERAE_INFECTION",0.637008845916478,0.820333734253881,0.334125266451369,0.887336788680752,37157,28,"LGG"
"169","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.62195714831406,0.813328578564541,0.347781719691795,0.89356474343038,35820,24,"LGG"
"170","KEGG_PATHWAYS_IN_CANCER",0.608351497074682,0.807966832052312,-0.353602499707353,-0.894565365048106,26514,18,"LGG"
"171","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.659696833643341,0.992186122309989,0.320324217230209,0.904223579031159,61711,57,"LUAD"
"172","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.935750310649806,0.992186122309989,-0.20806869560738,-0.715172623355074,12801,28,"LUAD"
"173","KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.833701250919794,0.992186122309989,-0.238511594540732,-0.793937873714516,12462,25,"LUAD"
"174","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.956288223773535,0.992186122309989,0.245771368682571,0.59932165499326,79588,21,"LUAD"
"175","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.614823856508324,0.967778292651992,0.348318234085393,0.919581417501474,54398,34,"LUAD"
"176","KEGG_GALACTOSE_METABOLISM",0.084803955229005,0.396589048670567,-0.391994011079227,-1.32239664252912,1234,26,"LUAD"
"177","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.484277938649717,0.875821803940978,0.410852782145633,1.00187817105796,40304,21,"LUAD"
"178","KEGG_FATTY_ACID_METABOLISM",0.726093877821751,0.992186122309989,0.313551268121286,0.850084388058636,65680,41,"LUAD"
"179","KEGG_STEROID_BIOSYNTHESIS",0.957167788581401,0.992186122309989,0.254900989216886,0.589508876872746,76783,16,"LUAD"
"180","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.118686113188731,0.480396172430578,0.570653863940444,1.31974975635889,9520,16,"LUAD"
"181","KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.140695194691319,0.496230790488664,0.446368110718481,1.24148021601914,12996,50,"LUAD"
"182","KEGG_OXIDATIVE_PHOSPHORYLATION",0.00449337684386024,0.10255737704918,0.476978305631036,1.43182008836244,441,118,"LUAD"
"183","KEGG_PURINE_METABOLISM",0.988901391162029,0.993645323440964,0.206862265004623,0.615934212374302,96674,104,"LUAD"
"184","KEGG_PYRIMIDINE_METABOLISM",0.0060327868852459,0.10255737704918,-0.395523986303488,-1.54299032929837,45,50,"LUAD"
