"pathway","pval","padj","ES","NES","nMoreExtreme","size","cancer_type"
"KEGG_LYSINE_DEGRADATION",0.0605621235779612,0.119715825677365,-0.473081475537226,-1.38591940717381,3800,38,"HNSC"
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.0153030466974789,0.0565547377950306,-0.488773387522244,-1.51986370921404,989,52,"HNSC"
"KEGG_HISTIDINE_METABOLISM",0.046886616332667,0.104877957586229,-0.567932384574419,-1.46394653084953,2837,21,"HNSC"
"KEGG_TYROSINE_METABOLISM",0.00287010758894928,0.013553285836705,-0.600173028534592,-1.71036836628518,178,33,"HNSC"
"KEGG_PHENYLALANINE_METABOLISM",0.0720539735154772,0.133143211930773,-0.585402540491369,-1.41387135454203,4303,16,"HNSC"
"KEGG_TRYPTOPHAN_METABOLISM",0.123939604118871,0.214997272451103,0.408825146656858,1.26823276073792,4645,35,"HNSC"
"KEGG_BETA_ALANINE_METABOLISM",0.318295739348371,0.422736528822055,-0.424662317983339,-1.106912847928,19303,22,"HNSC"
"KEGG_GLUTATHIONE_METABOLISM",0.281591226129203,0.386052487435198,-0.395166333931209,-1.12614190382244,17561,33,"HNSC"
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.0522356547442173,0.109938029597221,-0.455796241204522,-1.389952667428,3339,47,"HNSC"
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.352716419868484,0.447476055057031,-0.40489961405202,-1.0776531318511,21508,24,"HNSC"
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.134956597696129,0.22942621608342,0.381136679473826,1.23724646011949,4943,43,"HNSC"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.000176856998484083,0.00154471410398321,0.764529865366787,2.08103803284936,6,20,"HNSC"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.0530289319233653,0.109938029597221,0.496465697132892,1.43958880769138,2050,26,"HNSC"
"KEGG_GLYCEROLIPID_METABOLISM",0.791814190624557,0.861288530832682,-0.268527292004407,-0.811726119659785,50318,45,"HNSC"
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.219609170120971,0.3310798520722,0.340107964347773,1.13983618759887,7787,51,"HNSC"
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.897716804842742,0.942048498909051,-0.265576502603491,-0.699572198871711,54573,23,"HNSC"
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.25899865096885,0.366914755539204,-0.354168802786035,-1.12509951060484,16894,59,"HNSC"
"KEGG_ETHER_LIPID_METABOLISM",0.222018253742534,0.3310798520722,0.403967905791378,1.17137534214802,8586,26,"HNSC"
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.0289902229659586,0.0808516392931977,-0.46894315271408,-1.45323459268298,1870,51,"HNSC"
"KEGG_LINOLEIC_ACID_METABOLISM",0.0591765185487159,0.119715825677365,-0.52382766267116,-1.41970026476856,3628,26,"HNSC"
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.780439622988968,0.861288530832682,-0.32188852957754,-0.77742910193614,46617,16,"HNSC"
"KEGG_SPHINGOLIPID_METABOLISM",0.982735026414614,0.982735026414614,-0.208867716448742,-0.614726060786842,61758,39,"HNSC"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.0930529416578021,0.168287234913046,-0.504704369679033,-1.35562063319815,5685,25,"HNSC"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.0226446812192529,0.073539818951305,0.640136416680288,1.61973365511278,915,15,"HNSC"
"KEGG_PYRUVATE_METABOLISM",0.0195978458302795,0.0692343986689513,-0.520808985285566,-1.52573989357351,1229,38,"HNSC"
"KEGG_PROPANOATE_METABOLISM",0.00279546262482629,0.013553285836705,-0.614658761161757,-1.71754335781452,172,30,"HNSC"
"KEGG_BUTANOATE_METABOLISM",0.000241149802257162,0.0017081444326549,-0.659897191937523,-1.86865663975139,14,32,"HNSC"
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.140826678720305,0.234711131200509,-0.539883064560993,-1.30393216118339,8411,16,"HNSC"
"KEGG_RIBOFLAVIN_METABOLISM",0.735338924882393,0.82241853440794,-0.335434929246895,-0.810146531610433,43923,16,"HNSC"
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.343120614090644,0.441897760571284,0.389674293405545,1.0743932831707,13543,21,"HNSC"
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.370011671509101,0.462514589386377,0.411536204814134,1.05931061937632,14899,16,"HNSC"
"KEGG_RETINOL_METABOLISM",1.54945071971986e-05,0.000220919231928807,-0.724876104408647,-2.24635976501442,0,51,"HNSC"
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.00693210095982936,0.0294614290792748,-0.589401709560511,-1.64696748066652,428,30,"HNSC"
"KEGG_NITROGEN_METABOLISM",0.607523590920684,0.717215350392474,0.319487082186927,0.901000628071959,23820,23,"HNSC"
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",1.55702608018684e-05,0.000220919231928807,-0.789960418111567,-2.42857315468376,0,49,"HNSC"
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",1.55942987243864e-05,0.000220919231928807,-0.798373623537427,-2.44522614141936,0,48,"HNSC"
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.0146398348487952,0.0565547377950306,-0.51178552978817,-1.54121618054414,928,44,"HNSC"
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.958376611861272,0.969785857240573,0.22962684019188,0.633117295425772,37829,21,"HNSC"
"KEGG_ABC_TRANSPORTERS",0.946900908014212,0.969717797363953,-0.244344488690672,-0.643643581264897,57563,23,"HNSC"
"KEGG_PPAR_SIGNALING_PATHWAY",0.399012539184953,0.491537185952478,-0.340936579822017,-1.0353364888078,25456,46,"HNSC"
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.0233597071962969,0.073539818951305,0.472838099608062,1.50363610726446,867,39,"HNSC"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.0305018620322752,0.0808516392931977,0.559741467320595,1.54329521597536,1203,21,"HNSC"
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.043384010636453,0.0996659703810406,0.392254977325411,1.36721649359711,1500,62,"HNSC"
"KEGG_LYSOSOME",0.000221846315964616,0.0017081444326549,0.572209981901761,1.89083967532258,7,47,"HNSC"
"KEGG_PEROXISOME",0.231560918645387,0.336060103166468,-0.374841686871491,-1.15237477362304,14871,49,"HNSC"
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.00360821464903357,0.0161420129035712,-0.564035623217104,-1.66763063875856,226,40,"HNSC"
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.110608465608466,0.195869157848325,0.42568478179165,1.29381992477484,4180,32,"HNSC"
"KEGG_VEGF_SIGNALING_PATHWAY",0.0384665333367964,0.0908237592674361,0.507458315825938,1.48416117703682,1480,27,"HNSC"
"KEGG_GAP_JUNCTION",0.0203630584320445,0.0692343986689513,0.630719324939755,1.62349672018845,819,16,"HNSC"
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.0720125060864663,0.133143211930773,0.491552858398836,1.39933842802287,2809,24,"HNSC"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.05114152879146,0.109938029597221,0.492606383169864,1.44072379279328,1968,27,"HNSC"
"KEGG_LONG_TERM_DEPRESSION",0.169964279380843,0.272584221648521,0.450803601507817,1.24293639505004,6708,21,"HNSC"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.0301720926767489,0.0808516392931977,0.610852059236876,1.57235758518443,1214,16,"HNSC"
"KEGG_INSULIN_SIGNALING_PATHWAY",0.162910052910053,0.266295278795279,0.402044652341154,1.22196847079856,6157,32,"HNSC"
"KEGG_GNRH_SIGNALING_PATHWAY",0.50935703084161,0.618504966021955,0.326247101271062,0.961434413540091,19487,28,"HNSC"
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.0351809413483089,0.0854394289887503,0.570177684271393,1.53340769600465,1396,19,"HNSC"
"KEGG_MELANOGENESIS",0.178623755245971,0.281167022146436,0.4870022373831,1.25356319975041,7192,16,"HNSC"
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.80049169336214,0.861288530832682,0.297942336294427,0.766915467233367,32234,16,"HNSC"
"KEGG_TYPE_II_DIABETES_MELLITUS",0.0674881752551656,0.130374884015661,0.550590505702612,1.43933125492354,2710,17,"HNSC"
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.297698440555583,0.401656626146422,0.421367513510154,1.11768118039758,11873,18,"HNSC"
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.617695554676164,0.719234549965397,-0.343929004657381,-0.896475665272662,37461,22,"HNSC"
"KEGG_ALZHEIMERS_DISEASE",2.95325005168188e-05,0.000313782817991199,-0.590966399516367,-2.0013530649188,1,88,"HNSC"
"KEGG_PARKINSONS_DISEASE",1.4655235582912e-05,0.000220919231928807,-0.625601326680794,-2.14060865400993,0,94,"HNSC"
"KEGG_HUNTINGTONS_DISEASE",2.94078724874649e-05,0.000313782817991199,-0.581110632376664,-1.97856125677757,1,91,"HNSC"
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.910676686858216,0.943994126621322,-0.253252891407695,-0.69783430516779,56226,28,"HNSC"
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.720970759334717,0.81710019391268,0.293777832153991,0.836318216464885,28132,24,"HNSC"
"KEGG_PATHWAYS_IN_CANCER",0.0313894599608885,0.0808516392931977,0.586407959962398,1.55545247289102,1251,18,"HNSC"
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.641227166784108,0.874356822944803,0.29885673315289,0.902592998655796,47319,57,"LGG"
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.858266737149787,0.972702302103092,-0.257778884158147,-0.768582760234561,27600,28,"LGG"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.433925285378735,0.748540736607143,0.393277713306108,1.02119393943475,29003,25,"LGG"
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.846334257256861,0.972140700903151,0.295502234067123,0.738965591134356,55571,21,"LGG"
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.94351449327691,1,0.244253953964931,0.674611615746402,65327,34,"LGG"
"KEGG_GALACTOSE_METABOLISM",0.100896694276325,0.372879087542939,0.509015694973453,1.33334831211228,6784,26,"LGG"
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.0432974932228686,0.249355415244429,0.584910072049217,1.46269086092293,2842,21,"LGG"
"KEGG_FATTY_ACID_METABOLISM",0.162145351220684,0.475253615646834,0.43035904681288,1.22998808607396,11469,41,"LGG"
"KEGG_STEROID_BIOSYNTHESIS",0.885555313113681,0.990423705456091,0.292681046902135,0.690100369550424,56818,16,"LGG"
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.0184221190112528,0.156588011595649,0.665177819407043,1.568394892147,1181,16,"LGG"
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.275738585496867,0.554638821646714,0.379230631181412,1.12144521778323,20019,50,"LGG"
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.514600699112665,0.781090346867438,-0.25031785037414,-0.977550901886586,9568,118,"LGG"
"KEGG_PURINE_METABOLISM",0.280581992127161,0.554638821646714,-0.278038595436996,-1.06639205765627,5630,104,"LGG"
"KEGG_PYRIMIDINE_METABOLISM",0.219860891123201,0.526386508830987,0.393756479575396,1.16440045893801,15962,50,"LGG"
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.106954436450839,0.378796962430056,-0.417894862526644,-1.28627749896755,3344,32,"LGG"
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.0469374899283632,0.249355415244429,0.530401629229582,1.42978210839598,3203,30,"LGG"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.993159710398129,1,0.202838913729523,0.535332832166158,67078,27,"LGG"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.23067711121756,0.526386508830987,0.405143752185662,1.16278910191852,16372,42,"LGG"
"KEGG_LYSINE_DEGRADATION",0.993889846320377,1,0.200416675802598,0.565077355080099,69781,38,"LGG"
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.550782482272422,0.793500186324675,0.319388885829616,0.950529944488146,40156,52,"LGG"
"KEGG_HISTIDINE_METABOLISM",0.00432518046967805,0.0735280679845268,0.672841421841364,1.68258172599042,283,21,"LGG"
"KEGG_TYROSINE_METABOLISM",0.219020841183802,0.526386508830987,0.429958095479387,1.18079224996147,15111,33,"LGG"
"KEGG_PHENYLALANINE_METABOLISM",0.322511767089555,0.609188893391381,0.473903511852306,1.11739722172674,20692,16,"LGG"
"KEGG_TRYPTOPHAN_METABOLISM",0.115667778672495,0.393270447486483,0.465397659704715,1.29315136250085,8043,35,"LGG"
"KEGG_BETA_ALANINE_METABOLISM",0.905288549062443,0.996959654818034,0.272687856173053,0.688739987113774,59672,22,"LGG"
"KEGG_GLUTATHIONE_METABOLISM",0.0176816719325198,0.156588011595649,0.558232449519626,1.53307161093187,1219,33,"LGG"
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.0827739559446877,0.335399130250924,0.452212172996537,1.32367266196379,5955,47,"LGG"
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.791859139720439,0.934833706614407,-0.27888064727847,-0.801676447042374,26398,24,"LGG"
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.0701865273329962,0.313992359121299,0.469490065657952,1.35313959844056,4996,43,"LGG"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.643327980423645,0.874356822944803,0.355062051434642,0.878867515600015,42063,20,"LGG"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.00900625858647535,0.0956914974813006,-0.569347644231648,-1.66927569322318,294,26,"LGG"
"KEGG_GLYCEROLIPID_METABOLISM",0.91485709500949,0.996959654818034,0.249051958581373,0.723794956176234,65554,45,"LGG"
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.468762625335145,0.781090346867438,-0.290702624507408,-0.986042215859507,12762,51,"LGG"
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.959446003439848,1,0.244266711394559,0.623205613547054,63593,23,"LGG"
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.763132321978081,0.934833706614407,0.276150911208402,0.838200283147004,56541,59,"LGG"
"KEGG_ETHER_LIPID_METABOLISM",0.00795574523770577,0.0956914974813006,0.619684502523976,1.62324127456536,534,26,"LGG"
"KEGG_ARACHIDONIC_ACID_METABOLISM",1.37409824802473e-05,0.00116798351082102,0.665997466788903,1.9758204872942,0,51,"LGG"
"KEGG_LINOLEIC_ACID_METABOLISM",0.233973262747781,0.526386508830987,0.449668820421338,1.17789130794794,15733,26,"LGG"
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.0633708425547832,0.299251200953143,0.605376000724324,1.42739069112496,4065,16,"LGG"
"KEGG_SPHINGOLIPID_METABOLISM",0.648052704064971,0.874356822944803,0.314239180407041,0.890332192576539,45642,39,"LGG"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.790323304558579,0.934833706614407,0.303723130430213,0.788654453500823,52825,25,"LGG"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.715728755554329,0.934833706614407,-0.323845106726822,-0.824972599816751,25932,15,"LGG"
"KEGG_PYRUVATE_METABOLISM",0.740089288711356,0.934833706614407,-0.267990588026674,-0.855939791992978,22047,38,"LGG"
"KEGG_PROPANOATE_METABOLISM",0.784313150993979,0.934833706614407,0.296674517810173,0.799733436336005,53537,30,"LGG"
"KEGG_BUTANOATE_METABOLISM",0.19171862509992,0.526386508830987,-0.384096896036609,-1.18224759167426,5995,32,"LGG"
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.208752844362707,0.526386508830987,0.518245246050575,1.22194873772212,13393,16,"LGG"
"KEGG_RIBOFLAVIN_METABOLISM",0.534291294642857,0.793500186324675,-0.362655384633251,-0.938760438800585,19148,16,"LGG"
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.210852547896805,0.526386508830987,0.483462078806258,1.20899878129165,13844,21,"LGG"
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.543779807362613,0.793500186324675,0.401426376137,0.946506422098664,34889,16,"LGG"
"KEGG_RETINOL_METABOLISM",0.000467193404328409,0.0198557196839574,0.589169529285615,1.74789437573188,33,51,"LGG"
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.00796941152341747,0.0956914974813006,0.596238494252823,1.60725586883642,543,30,"LGG"
"KEGG_NITROGEN_METABOLISM",0.319513641755635,0.609188893391381,-0.381137427533479,-1.08472039902025,10773,23,"LGG"
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.090092579798259,0.348084967402364,0.444512719776478,1.30992950236442,6519,49,"LGG"
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.0609376081988782,0.299251200953143,0.464096694626864,1.36328522622831,4399,48,"LGG"
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.271894949042446,0.554638821646714,0.389213612142196,1.1265927513461,19421,44,"LGG"
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.718436843227438,0.934833706614407,0.33244226998367,0.831341933275291,47173,21,"LGG"
"KEGG_ABC_TRANSPORTERS",0.49115898735705,0.781090346867438,0.384802122184551,0.981758182607495,32554,23,"LGG"
"KEGG_PPAR_SIGNALING_PATHWAY",0.0246549010321628,0.19051514433944,0.50327388624102,1.46789364780732,1769,46,"LGG"
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.133847350444692,0.437577876453802,-0.383227450913724,-1.23020864440077,3957,39,"LGG"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.426965637740245,0.748540736607143,-0.363040801390081,-1.00982718520726,14661,21,"LGG"
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.0430993876589731,0.249355415244429,-0.38316051532785,-1.3479569203058,1097,62,"LGG"
"KEGG_LYSOSOME",0.00211243138072406,0.0448891668403864,0.570033965048422,1.6685494574937,151,47,"LGG"
"KEGG_PEROXISOME",0.00161669199944728,0.0448891668403864,0.572444425801569,1.68692999876044,116,49,"LGG"
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.780288870008496,0.934833706614407,-0.259805920080784,-0.838947162947417,22959,40,"LGG"
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.514564348521183,0.781090346867438,-0.31178030873134,-0.959657635697092,16092,32,"LGG"
"KEGG_VEGF_SIGNALING_PATHWAY",0.275714010749027,0.554638821646714,0.43172490371305,1.13940915562954,18621,27,"LGG"
"KEGG_GAP_JUNCTION",0.1478515625,0.465458622685185,-0.496211379385112,-1.28448006561516,5298,16,"LGG"
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.0828633145325813,0.335399130250924,0.530775199359533,1.36702662114048,5523,24,"LGG"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.213277860854888,0.526386508830987,0.45305973644842,1.19571608521233,14404,27,"LGG"
"KEGG_LONG_TERM_DEPRESSION",0.839816027534952,0.972140700903151,0.297778465855711,0.744657788266207,55143,21,"LGG"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.261690848214286,0.554638821646714,-0.443658404478042,-1.14844278097942,9378,16,"LGG"
"KEGG_INSULIN_SIGNALING_PATHWAY",0.155382891731052,0.47169806418355,0.456964861155394,1.24698779146293,10678,32,"LGG"
"KEGG_GNRH_SIGNALING_PATHWAY",0.42857774567752,0.748540736607143,0.385125267142866,1.02436476692493,29075,28,"LGG"
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.507723495988351,0.781090346867438,-0.353085439857184,-0.957063189128034,17781,19,"LGG"
"KEGG_MELANOGENESIS",0.440318080357143,0.748540736607143,-0.387029564625724,-1.00185481675468,15780,16,"LGG"
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.786633833109941,0.934833706614407,0.327591027887927,0.772413150081612,50471,16,"LGG"
"KEGG_TYPE_II_DIABETES_MELLITUS",0.394147682639434,0.728316370094607,-0.392776802371811,-1.03419548230223,14048,17,"LGG"
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.235325733359735,0.526386508830987,-0.437966127846779,-1.17130470913522,8318,18,"LGG"
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.500819224467504,0.781090346867438,0.386076600986779,0.975131041478484,33011,22,"LGG"
"KEGG_ALZHEIMERS_DISEASE",1,1,0.137485687065208,0.442169630472895,78060,88,"LGG"
"KEGG_PARKINSONS_DISEASE",0.998533308099924,1,-0.177900434173196,-0.671723485923709,21104,94,"LGG"
"KEGG_HUNTINGTONS_DISEASE",1,1,0.146134876157843,0.472226327615813,78512,91,"LGG"
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.0359774868621537,0.249355415244429,-0.494705987914418,-1.47499472246363,1156,28,"LGG"
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.0440338352630632,0.249355415244429,-0.510977741578324,-1.46886786295075,1467,24,"LGG"
"KEGG_PATHWAYS_IN_CANCER",0.567276608250452,0.803641861688141,0.384811470779957,0.930495765881134,36674,18,"LGG"
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.55199374511337,0.756765618300588,0.303468946994603,0.946343889648401,27533,57,"LUAD"
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.80530091669988,0.91212162530679,-0.290570733504837,-0.787405412135512,40409,28,"LUAD"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.510739426027315,0.735617936931693,0.362250749960286,0.960975439689099,25466,25,"LUAD"
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.42603158021616,0.692747193409392,0.400145458905182,1.0200309625812,21206,21,"LUAD"
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.154778872984964,0.640462515085964,0.438302997076892,1.24155795208636,7709,34,"LUAD"
"KEGG_GALACTOSE_METABOLISM",0.920208291608252,0.96172476154532,0.257790215533899,0.690140205728956,45945,26,"LUAD"
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.918156615372253,0.96172476154532,0.266085777278551,0.678292669543755,45703,21,"LUAD"
"KEGG_FATTY_ACID_METABOLISM",0.0073967741292342,0.157181450246227,-0.552101451064172,-1.61762915251961,370,41,"LUAD"
"KEGG_STEROID_BIOSYNTHESIS",0.0124442497610704,0.211552245938197,-0.690572495959045,-1.64457498657315,624,16,"LUAD"
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.236088231748965,0.687059738688255,0.499811955621224,1.19391427657217,11751,16,"LUAD"
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.371945142128135,0.687059738688255,-0.34335662002526,-1.04447484730283,18658,50,"LUAD"
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.550717079530639,0.756765618300588,-0.273771427770977,-0.957849504083672,27455,118,"LUAD"
"KEGG_PURINE_METABOLISM",0.266045528001117,0.687059738688255,0.316867743503237,1.09048795918275,13334,104,"LUAD"
"KEGG_PYRIMIDINE_METABOLISM",0.000200658158760735,0.0170559434946625,0.610484236757274,1.85886929406426,9,50,"LUAD"
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.0191177355613954,0.232143931816944,0.554770336483051,1.5524744384097,952,32,"LUAD"
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.617232313575526,0.807149948521841,-0.327313699509667,-0.900211754379392,30989,30,"LUAD"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.259933078202328,0.687059738688255,0.424311924268173,1.14523595977376,12972,27,"LUAD"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.0449355359384652,0.31698161733188,-0.482308147211319,-1.41975649925037,2254,42,"LUAD"
"KEGG_LYSINE_DEGRADATION",0.0286834666985151,0.267398452417209,-0.516059967042506,-1.4904544710365,1440,38,"LUAD"
